model_name,split,num_images,pixel_accuracy,mean_iou,mean_dice,mean_precision,mean_recall,avg_inference_time_sec,fps,checkpoint_mb,device,image_size
unet_resnet18,test,232,0.8743521571159363,0.3316130340099334,0.4115996956825256,0.5050397515296936,0.4044266641139984,0.0083681470821223,119.50076763545331,54.77279567718506,cuda,512
fpn_resnet18,test,232,0.875950276851654,0.3926615715026855,0.5022820830345154,0.6188629269599915,0.4674723744392395,0.007512760417497,133.10686677443042,49.86846351623535,cuda,512
deeplabv3plus_resnet18,test,232,0.8823862671852112,0.3999503552913666,0.5051796436309814,0.5945731997489929,0.4765131175518036,0.0076323741688005,131.0208302008809,47.16794204711914,cuda,512
pspnet_resnet18,test,232,0.8604637980461121,0.3674624562263489,0.4757494628429413,0.5802452564239502,0.4326084852218628,0.0042162745822376,237.1762038964,43.84974002838135,cuda,512
linknet_resnet18,test,232,0.838542640209198,0.19701272249221802,0.23577649891376495,0.25079774856567383,0.2475229948759079,0.006726650833540286,148.66239154466302,44.60508728027344,cuda,512
